FileName,NoRemoval,SimpleRemoval,FullRemoval,RemovedSimpleTokens,RemovedFullTokens,RemovedManualTokens,TimeNoRemoval(ms),TimeSimpleRemoval(ms),TimeFullRemoval(ms),JavaLanguageFeatureNotSupported,CpgErrorException,RuntimeException
progpedia/00000016/ACCEPTED/00106_00001/Sopa_Letras.java,100.0000,100.0000,0.0000,0.0000,36.0000,0.0000,6.15,6.90,14.80,true,false,false
progpedia/00000016/ACCEPTED/00024_00001/main.java,100.0000,100.0000,0.0000,0.0000,75.0000,0.0000,18.52,14.96,30.40,true,false,false
progpedia/00000016/ACCEPTED/00120_00003/sopa.java,100.0000,100.0000,0.0000,0.0000,33.0000,0.0000,6.11,5.96,19.16,true,false,false
progpedia/00000016/ACCEPTED/00061_00001/SopaLetras.java,100.0000,100.0000,100.0000,0.0000,0.0000,0.0000,6.11,8.11,60.12,false,false,false
progpedia/00000016/ACCEPTED/00081_00004/SopaLetras.java,100.0000,100.0000,0.0000,0.0000,47.0000,0.0000,5.33,5.66,23.41,true,false,false
progpedia/00000016/ACCEPTED/00032_00001/sopa.java,100.0000,100.0000,100.0000,0.0000,0.0000,0.0000,4.98,4.76,71.14,false,false,false
progpedia/00000016/ACCEPTED/00094_00001/sopaletras.java,100.0000,100.0000,100.0000,0.0000,0.0000,0.0000,6.33,6.06,47.66,false,false,false
progpedia/00000016/ACCEPTED/00099_00003/sopa.java,100.0000,100.0000,100.0000,0.0000,0.0000,0.0000,5.80,7.42,111.04,false,false,false
progpedia/00000016/ACCEPTED/00103_00002/Sopa1.java,100.0000,100.0000,100.0000,0.0000,0.0000,0.0000,7.38,5.82,39.78,false,false,false
progpedia/00000016/ACCEPTED/00086_00001/Sopadeletras.java,100.0000,100.0000,100.0000,0.0000,0.0000,0.0000,5.09,5.04,53.08,false,false,false
progpedia/00000016/ACCEPTED/00102_00002/SopaLetras.java,100.0000,100.0000,0.0000,0.0000,44.0000,0.0000,7.92,8.64,25.22,true,false,false
progpedia/00000016/ACCEPTED/00095_00001/sopa.java,100.0000,100.0000,0.0000,0.0000,36.0000,0.0000,6.96,6.01,7.61,true,false,false
progpedia/00000016/ACCEPTED/00099_00002/sopa.java,100.0000,100.0000,100.0000,0.0000,0.0000,0.0000,7.16,6.63,118.85,false,false,false
progpedia/00000016/ACCEPTED/00071_00002/sopa.java,100.0000,100.0000,0.0000,0.0000,35.0000,0.0000,8.56,5.18,23.33,true,false,false
progpedia/00000016/ACCEPTED/00093_00001/Problema2A.java,100.0000,100.0000,0.0000,0.0000,32.0000,0.0000,5.22,4.82,16.60,true,false,false
progpedia/00000016/ACCEPTED/00087_00001/SopaLetras.java,100.0000,100.0000,0.0000,0.0000,41.0000,0.0000,6.44,6.52,22.78,true,false,false
progpedia/00000016/ACCEPTED/00114_00004/words.java,100.0000,100.0000,0.0000,0.0000,49.0000,0.0000,5.97,5.51,26.05,true,false,false
progpedia/00000016/ACCEPTED/00098_00001/SopaDeLetras.java,100.0000,100.0000,0.0000,0.0000,66.0000,0.0000,8.19,8.14,23.66,true,false,false
progpedia/00000016/ACCEPTED/00040_00002/Sopa.java,100.0000,100.0000,100.0000,0.0000,0.0000,0.0000,4.99,5.23,45.17,false,false,false
progpedia/00000016/ACCEPTED/00089_00005/main.java,100.0000,100.0000,0.0000,0.0000,293.0000,0.0000,29.09,31.48,49.66,true,false,false
progpedia/00000016/ACCEPTED/00087_00002/SopaLetras.java,100.0000,100.0000,0.0000,0.0000,41.0000,0.0000,6.55,7.66,22.10,true,false,false
progpedia/00000016/ACCEPTED/00065_00001/A.java,100.0000,100.0000,100.0000,0.0000,0.0000,0.0000,5.06,4.60,63.28,false,false,false
progpedia/00000016/ACCEPTED/00044_00002/SopaLetras.java,100.0000,100.0000,100.0000,0.0000,0.0000,0.0000,5.65,6.09,66.85,false,false,false
progpedia/00000016/ACCEPTED/00058_00004/teste1.java,100.0000,100.0000,100.0000,0.0000,0.0000,0.0000,5.76,4.76,109.47,false,false,false
progpedia/00000016/ACCEPTED/00074_00005/letras1.java,100.0000,100.0000,0.0000,0.0000,36.0000,0.0000,5.50,5.84,19.40,true,false,false
progpedia/00000016/ACCEPTED/00112_00003/Sopadeletras.java,100.0000,100.0000,0.0000,0.0000,119.0000,0.0000,10.13,10.17,23.72,true,false,false
progpedia/00000016/ACCEPTED/00108_00003/sopa.java,100.0000,100.0000,0.0000,0.0000,42.0000,0.0000,6.12,5.67,32.17,true,false,false
progpedia/00000016/ACCEPTED/00110_00006/Sopa.java,100.0000,100.0000,100.0000,0.0000,0.0000,0.0000,5.64,5.93,30.74,false,false,false
progpedia/00000016/ACCEPTED/00072_00007/SopaDeLetras.java,100.0000,93.0200,93.0200,3.0000,3.0000,0.0000,5.31,5.05,48.42,false,false,false
progpedia/00000016/ACCEPTED/00075_00001/SopadeLetras.java,100.0000,100.0000,100.0000,0.0000,0.0000,0.0000,5.43,6.03,65.61,false,false,false
progpedia/00000016/ACCEPTED/00086_00003/Sopaletras.java,100.0000,100.0000,100.0000,0.0000,0.0000,0.0000,8.20,7.65,72.85,false,false,false
progpedia/00000016/ACCEPTED/00074_00004/Sopa.java,100.0000,100.0000,0.0000,0.0000,33.0000,0.0000,6.39,6.66,19.85,true,false,false
